run_id,fold,validauc,validacc,timestamp,best_epoch,model_save_path
pk1h3hz8,0,0.9239144159699396,0.867213612883622,1735073839.9430692,27,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_0_0.3_128_256_4_1_0.0001_1_1_[3, 5]_883c79c2-b56a-4531-ab42-6488943522c5/"
g4enjmjr,2,0.9251045309532276,0.8711426074608116,1735073759.3824763,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_3407_2_0.3_128_256_4_1_0.001_1_1_[3, 5]_5addd318-f8aa-4ab0-a79b-0f67ac1ed998/"
cu0m9gc4,1,0.9268067333184428,0.8694134163462125,1735073844.9702566,29,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_1_0.3_128_256_4_1_0.0001_1_1_[3, 5]_9e2fd704-9060-4c1e-9d56-2c8aef986d86/"
qhpsyw33,4,0.9262918603144404,0.8775660216996807,1735073695.5397954,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_4_0.3_128_256_4_1_0.001_1_1_[3, 5]_b1c60893-d65c-463d-8db9-97527682182d/"
sk8ol9il,2,0.9248418546662522,0.8701663116500082,1735073680.9332304,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_3407_2_0.3_128_256_8_1_0.001_1_1_[3, 5]_bd01fa00-556a-4977-8376-d66a2566de82/"
g2bffruq,0,0.9206933419015738,0.8652749924035248,1735073677.0594482,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_0_0.3_128_256_4_4_0.001_1_1_[3, 5]_f7dfb616-8185-48e2-997a-5c877b4ffe6e/"
4iqo2ezj,4,0.9262918603144404,0.8775660216996807,1735073619.157742,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_4_0.3_128_256_4_1_0.001_1_1_[3, 5]_1d09b3b9-7750-4c4a-b75a-b9b9d939eced/"
anavlsfo,1,0.9264908866223392,0.8672892632606971,1735073681.0416574,27,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_3407_1_0.3_128_256_4_1_0.0001_1_1_[3, 5]_b8e8e035-b02d-44e1-b5fb-f43508f5b252/"
pmzcj9sz,2,0.9251045309532276,0.8711426074608116,1735073602.9473813,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_3407_2_0.3_128_256_4_1_0.001_1_1_[3, 5]_193aad9c-a231-499a-83a6-ffbefec5ed73/"
nl8t7o26,4,0.9262918603144404,0.8775660216996807,1735073540.8484197,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_4_0.3_128_256_4_1_0.001_1_1_[3, 5]_d38e8187-28d3-4167-9c53-7cf10d0a9697/"
fcl86sm3,0,0.9238493062617956,0.8665694317836524,1735073543.9807308,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_0_0.3_128_256_4_2_0.001_1_1_[3, 5]_092b78e3-ab4d-44b9-99e0-71922192c438/"
s6vop0uh,4,0.9262918603144404,0.8775660216996807,1735073459.935408,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_4_0.3_128_256_4_1_0.001_1_1_[3, 5]_3a8b7dc1-aa20-4fad-82db-598967d74005/"
jvywv3ms,0,0.922115573284486,0.8645274992403524,1735073449.4210992,4,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_0_0.3_128_256_8_2_0.001_1_1_[3, 5]_084261c2-3a40-41da-95bf-db1974518abe/"
k1p4ofln,2,0.9256004670062132,0.8726036375553007,1735073525.3014998,27,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_2_0.3_128_256_8_2_0.0001_1_1_[3, 5]_e2aea6fb-2035-4a69-b0f5-dcd7c00701a4/"
a2bq7phu,3,0.9206987704380272,0.871692314320798,1735074270.3334048,197,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_3407_3_0.3_128_256_4_2_1e-05_1_1_[3, 5]_f21629f9-8e2b-4ffa-a35e-43084e301a4d/"
